STAID,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,GEOL_HUNT_DOM_DESC,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,RUNAVE7100,PPTAVG_BASIN,T_AVG_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,DIVISION.x,PROVINCE.x,SECTION.x,STANAME,DRAIN_SQKM.x,LAT_GAGE.x,LNG_GAGE.x,STATE.x,geometry.x,HGA,HGB,HGAD,HGC,HGD,HGAC,HGBD,HGCD,HGBC,HGVAR,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,X26,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,RIP100_12,RIP100_21,RIP100_22,RIP100_23,RIP100_24,RIP100_31,RIP100_41,RIP100_42,RIP100_43,RIP100_52,RIP100_71,RIP100_81,RIP100_82,RIP100_90,RIP100_95,Flashiness,Mean.x,NinetiethP.x,TenthP.x,gauge_id,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,ParentMaterial,RestrictDepth,PercentResid,VarB,aridity,runoff_ratio,slope_fdc,stream_elas,...1,Mean.y,Median,StandardDeviation,IQR,TenthP.y,NinetiethP.y,Count,DIVISION.y,PROVINCE.y,SECTION.y,station_nm,DRAIN_SQKM.y,huc_cd,LAT_GAGE.y,LNG_GAGE.y,STATE.y,alt_va,geometry.y
02137727,sedimentary,97.1,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,0.93,4,1.29,0.1,54.9,3.3,7.2,10.47,20.4,698.5,130.23,13.18,737.9,7.1,0.05,2.7,35.637437,-82.178251,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"CATAWBA R NR PLEASANT GARDENS, NC",329.544,35.685833,-82.060278,NC,"c(-82.0602777801953, 35.6858333294447)",0.15,87.95,0,5.78,5.41,0,0.71,0,0,0,0.13,2.87,1.41,0.76,5.56,49.51,91.1,53.43,87.91,21.33,39.35,39.32,0.23,210.54,NA,645.6,1706,366,565,225.6,378,0.209,0.149,22,107.9,-0.307,0.952,4.84,85.66,7.32,0.02,0,4.19,0.42,0.17,0.06,0.03,75.74,4.95,4.97,0.64,1.34,7.12,0.21,0.15,0,6.4,77.52,12.88,0.05,0,5.85,0.39,0.13,0.03,0.04,69.16,3.67,4.7,0.6,1.98,12.32,0.56,0.53,0,0.26631178028643615,1.73212893333596,3.02956813050761,0.534629670089578,2137727,1.041152263,1.18421255,0.439667123,1.451356904,0.505794642,40.51863599,38.43280882,21.07138874,0,0,0,Metamorphics,0.997922128,Siliciclastic sedimentary rocks,0.002077872,0,0.0104,-14.1023,Colluvium,130,0.670600155884646,0.2512167407315177,0.69481449122579,0.440334441541321,1.29612943554824,2.3339344270149,42,233.270411609017,171,315.71389186676,160,72,408,10957,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"CATAWBA R NR PLEASANT GARDENS, NC",329.544,03050101,35.685833,-82.060278,NC,1233.81,"c(1246045.3556, 1495111.3009)"
02149000,sedimentary,59.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",0.94,4,1.59,0.08,52.3,3.5,8,11.08,29.1,603.8,146.65,14.49,804.7,5.5,0.039,2.02,35.518044,-82.114364,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"COVE CREEK NEAR LAKE LURE, NC",203.8527,35.423454,-82.111498,NC,"c(-82.1114977796987, 35.4234536403733)",0,88.35,0,6.49,4.6,0,0.56,0,0,0,0.13,2.49,1.41,0.64,5.59,50.95,91.47,54.26,88.55,24.62,36.61,38.77,0.22,221.4,NA,471.7,1095,260,414,143.9,290,0.254,0.184,17.1,130.3,-0.647,0.762,3.13,83.82,5.39,0.11,0,3.05,0.07,0.01,0,0.93,72.5,8.41,2.91,0.93,5.58,5.37,0.02,0.09,0,4.77,76.14,9.32,0.27,0,4.65,0.1,0.02,0,1.53,62.98,9.81,3.36,0.82,6.79,9.26,0.06,0.37,0,0.27143973664963783,1.51269031247109,2.6336261427982,0.480150618559381,2149000,1.056105611,1.171917991,0.439314425,1.356642451,0.493341616,39.77790914,35.42422391,24.86741636,0,0,0,Metamorphics,1,NA,0,0,0.01,-14.1,Residuum,79,0.580830425390496,0.24198855332353528,0.78346569821652,0.397696961482616,1.22041329404058,2.35147979186214,43,126.017983024551,92,143.329011483137,83,40,219.4,10957,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"COVE CREEK NEAR LAKE LURE, NC",203.8527,03050105,35.423454,-82.111498,NC,815.28,"c(1245776.8142, 1465382.4184)"
02177000,sedimentary,87.8,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,0.91,4,1.95,0.15,66.7,4.7,4.3,10.89,20.6,1138.9,194.4,12.55,705.5,5.8,0.04,1.54,34.957868,-83.202371,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"CHATTOOGA RIVER NEAR CLAYTON, GA",526.7736,34.813981,-83.305993,GA,"c(-83.3059930099694, 34.8139814098143)",0,80.5,0,17.22,2.28,0,0,0,0,0,0.13,2.66,1.4,0.68,5.84,46.79,91.7,49.24,87.54,20.33,35.86,43.8,0.22,363.14,NA,757.4,1474,365,748,201.3,366,0.354,0.345,20.1,149.5,-0.862,0.508,3.67,93.12,1.87,0.08,0,3.55,0.1,0.03,0,0.15,64.75,20.61,7.76,0.6,0.38,1.84,0.03,0.14,0,5.62,89.38,3.45,0.32,0,5.47,0.09,0.05,0.01,0.01,48.31,32.96,8.12,0.24,0.53,3.38,0.07,0.45,0,0.18995211164219716,2.84330967117046,5.24914308537861,0.882599279842422,2177000,1.003926702,1.310161332,0.431476659,1.782854162,0.412019443,34.99093743,27.02123544,16.02207185,0,0,21.95958753,Metamorphics,0.901321256,Acid plutonic rocks,0.094337872,0,0.01,-14.1,Residuum,400,0.63746430723932,0.2531842775354341,0.523147061580375,0.542573791690081,1.36588775290816,2.1456866643598,44,612.088463995619,492,534.808641634915,464,190,1130,10957,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"CHATTOOGA RIVER NEAR CLAYTON, GA",526.7736,03060102,34.813981,-83.305993,GA,1165.5,"c(1148383.3082, 1382801.5584)"
02178400,sedimentary,96.3,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,0.91,4,1.39,0.06,64.6,4.4,4.1,10.27,14.2,1130.3,188.58,12.15,683.8,7.7,0.069,2.68,34.954371,-83.532458,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"TALLULAH RIVER NEAR CLAYTON, GA",151.2753,34.890371,-83.530441,GA,"c(-83.5304410191377, 34.8903707498103)",0,81.45,0,17.99,0.56,0,0,0,0,0,0.14,2.69,1.39,0.69,5.85,49.94,91.35,47.14,86.61,18.91,35.47,45.61,0.22,379.01,NA,885.7,1659,573,851,206,575,0.288,0.256,26.5,181.2,-1,-0.022,2.41,94.58,1.88,0.02,0,2.39,0.01,0,0,0,87.29,4.51,2.78,0.75,0.32,1.88,0,0.04,0,5.55,86.76,6.15,0.07,0,5.52,0.03,0,0,0,76.18,7.2,3.39,0.66,0.67,6.15,0,0.14,0,0.2091634396813168,2.73911339248729,4.94979682737367,0.905845171022632,2178400,1.004444444,1.500000015,0.427656992,2.008461761,0.482739388,37.23214705,24.58187075,14.89543709,9.70395e-4,0,23.25182544,Metamorphics,0.957112234,Acid plutonic rocks,0.03627646,0,0.0101,-14.0994,Colluvium,71,0.554440346794832,0.23744169090280945,0.539438246357037,0.549718105569608,1.29969456545633,2.0501929209974,45,169.333960025554,134,152.769587363004,125,56,306,10957,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"TALLULAH RIVER NEAR CLAYTON, GA",151.2753,03060102,34.890371,-83.530441,GA,1868.93,"c(1127077.9158, 1388585.2693)"
02395120,sedimentary,100,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,0.88,4,1.31,0.56,50.3,6.2,8.5,12.13,328.7,581.4,135.04,15.36,847.7,3.5,0.101,2.04,34.293019,-84.851195,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,TENNESSEE,"TWO RUN CREEK NEAR KINGSTON, GA",84.0105,34.242778,-84.889722,GA,"c(-84.8897222196047, 34.2427777802704)",0,43.45,0,50.22,6.33,0,0,0,0,0,0.14,1.01,1.46,0.45,5.08,49.26,83.26,62.02,76.39,37.73,43.46,18.81,0.31,293.87,NA,265.8,337,223,264,20.9,228,0.375,0.36,3.8,166.1,-0.971,0.24,11.79,58.41,18.32,0.34,0,8.99,1.99,0.66,0.15,0.09,32.15,17.8,8.46,4.75,5.71,16.06,2.26,0.58,0,11.01,52.54,25.24,0.75,0,8.36,1.66,0.72,0.27,0.04,36.01,9.01,7.53,4.56,4.78,22.51,2.73,1.09,0,0.3789700855590708,1.23650900043706,2.30979579933461,0.276709458936681,2395120,1.072,1.154628377,0.460238969,0.727133946,0.540577452,22.52293586,43.08630445,34.53638349,0,0,0,Carbonate sedimentary rocks,0.528965418,Mixed sedimentary rocks,0.296315101,0.528965418,0.1005,-13.7867,Residuum,61,0.388853002605345,0.2785972970262104,0.785075243893055,0.342948106698397,1.16539685472072,2.18021425443434,46,42.4518755133704,22,84.1833132891642,29.3,9.5,79.3,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,TENNESSEE,"TWO RUN CREEK NEAR KINGSTON, GA",84.0105,03150104,34.242778,-84.889722,GA,723.2,"c(1013259.8299, 1301410.3708)"
02450250,sedimentary,100,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,1.04,5,1.76,0.03,33.7,4,4,12.61,38.5,637.4,152.28,15.45,860.4,4,0.11,2.02,34.343574,-87.431683,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,CUMBERLAND PLATEAU,SIPSEY FORK NEAR GRAYSON AL,231.8252,34.285378,-87.398908,AL,"c(-87.3989083792183, 34.2853775693194)",0,32,0,22,46,0,0,0,0,0,0.13,2.66,1.49,0.67,5.79,31.84,85.58,51.91,81.56,22.9,40.74,36.35,0.24,368.56,NA,250.8,323,167,254,32.1,185,0.537,0.558,10.9,158.4,-0.93,0.368,1.43,95.46,1.54,0.02,0,1.37,0.05,0.01,0,0,57.91,20.39,17.16,0.76,0.31,1.45,0.1,0.46,0,0.28,96.7,0.63,0.03,0,0.28,0,0,0,0,59.64,21.62,15.43,0.55,0.09,0.57,0.05,1.72,0.02,0.5769036009697198,1.69126946366633,3.69437835058484,0.0565978763309597,2450250,1.039325843,0.60258765,0.437783448,1.834904067,0.161365542,29.22051047,28.51202709,9.194150422,0,0,33.21047704,Siliciclastic sedimentary rocks,0.84987311,Carbonate sedimentary rocks,0.150117891,0.150117891,0.1705,-14.6896,Residuum,41,0.767577358255882,0.5727694910864214,0.694829563640326,0.397427136344996,1.56278907552721,1.40433429863516,47,160.228394633568,48,425.524411419247,134.8,5.362,350,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,CUMBERLAND PLATEAU,SIPSEY FORK NEAR GRAYSON AL,231.8252,03160110,34.285378,-87.398908,AL,540,"c(784707.870700002, 1282410.1434)"
03010655,sedimentary,100,"Till, or ground moraine",0.86,4,1.32,0.12,38.2,1.9,4.2,11.11,48.5,638.8,105.5,6.93,558.3,27.9,0.132,2.29,41.916881,-78.05025,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Oswayo Creek at Shinglehouse, PA",254.4417,41.961732,-78.198066,PA,"c(-78.1980662400649, 41.9617323700529)",0,19.9,0,77.85,1.54,0,0.26,0.45,0,0,0.11,2.06,1.46,0.75,3.94,52.54,70.72,44.83,63.05,16.25,54.96,28.79,0.26,88.24,NA,619.4,768,448,628,71.9,450,0.536,0.563,15.9,255.8,-0.245,-0.969,1.57,73.07,19.3,0.02,0,1.46,0.1,0,0,0.07,61.11,4.01,7.95,4.03,0.68,18.25,1.05,1.21,0.05,3.86,52.6,34.14,0.05,0,3.67,0.19,0,0,0.01,40.39,5.87,6.34,4.96,0.15,33.33,0.81,4.08,0.15,0.24379321967424017,1.4960731672162,3.36599700442184,0.134639880176874,3010655,1.162227603,1.452176833,0.452477893,1.261161818,0.622442372,31.98371795,49.05677037,15.89401687,0,0,3.160285378,Siliciclastic sedimentary rocks,1,NA,0,0,0.1893,-15.1986,Till,51,0.323405326450737,0.41559629868646664,0.688460584373285,0.455751399378086,1.92701760457862,1.50491123918167,48,155.563301998722,87,225.541481374418,158,14,350,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Oswayo Creek at Shinglehouse, PA",254.4417,05010001,41.961732,-78.198066,PA,1460.34,"c(1456745.6102, 2243473.1654)"
03011800,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.79,3,2,0.13,42.1,3.7,2,12.05,34.1,641,120.46,6.66,547.8,28.9,0.08,2.03,41.772827,-78.621265,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Kinzua Creek near Guffey, PA",100.0953,41.766451000000004,-78.71864,PA,"c(-78.7186399899435, 41.7664509891219)",0,45.73,0,53.53,0,0,0.73,0,0,0,0.11,4.11,1.39,0.51,3.8,52.47,79.04,48.43,69.45,20.07,49.78,30.16,0.24,106.09,NA,624.6,701,472,636,37.7,474,0.667,0.716,7.6,215.5,-0.814,-0.58,3.71,81.53,2.51,0.07,0,3.07,0.51,0.13,0.01,0.05,63.79,5.31,12.43,10.52,1.19,2.02,0.49,0.3,0.11,3.93,80.96,2.01,0.06,0,3.41,0.29,0.23,0,0,55.8,9.87,15.29,11.39,1.02,1.67,0.34,0.19,0.44,0.29397605629281676,1.91575702328484,4.09237796380049,0.268913725219866,3011800,1.012048193,1.500000015,0.438828033,1.649317959,0.631435227,42.00856036,40.38802912,17.62111248,0,0,0,Siliciclastic sedimentary rocks,1,NA,0,0,0.2501,-13.1728,Residuum,145,0.527308512383132,0.3463318432427909,0.627746715864344,0.538101433725681,1.84061438473527,1.74213348021016,49,78.3646399561924,51,100.241574802408,74,11,167.4,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Kinzua Creek near Guffey, PA",100.0953,05010001,41.766451000000004,-78.71864,PA,1540,"c(1418575.5706, 2214120.9177)"
03015500,sedimentary,100,"Till, or ground moraine",0.69,4,2.61,0.28,40.3,2.7,4.6,12.22,150.8,641.8,115.41,7.93,595.1,24.7,0.112,1.81,41.921301,-79.51004,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Brokenstraw Creek at Youngsville, PA",784.8513,41.852559,-79.317271,PA,"c(-79.3172708293852, 41.8525587098167)",12.24,5.59,0.21,69.17,8.44,0,2.09,2.27,0,0,0.12,2.33,1.47,1.16,2.31,57.22,74.83,51.39,68.74,18.09,56.11,25.8,0.31,118.07,NA,486,601,360,487,44.3,364,0.523,0.527,7.4,209.2,-0.873,-0.487,4.07,59.56,24.5,0.13,0,3.42,0.46,0.14,0.04,0.07,45.5,6.56,7.5,4.52,0.88,16.85,7.65,5.73,0.54,5.06,52.33,20.6,0.48,0,4.46,0.47,0.12,0.01,0.05,29.27,11.8,11.26,3.2,0.39,14.74,5.86,15.95,1.93,0.32647540192381685,2.01715872762794,4.58314842569542,0.264014291624414,3015500,6.969742814,1.478203351,0.45376902,1.238389377,0.653835238,31.99168628,52.75763072,14.95230985,0,0,0.501224108,Siliciclastic sedimentary rocks,1,NA,0,0,0.175,-15.466,Till,56,0.01548167931669,0.3223605996960533,0.628297770292423,0.56929237306701,1.72886637997163,1.47805590794982,50,646.983918955919,367,875.755823053719,585,84.68,1470,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Brokenstraw Creek at Youngsville, PA",784.8513,05010001,41.852559,-79.317271,PA,1186.3,"c(1368268.1695, 2214824.4251)"
03026500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.9,2,1.26,0,42,4,1,10.98,26.8,676.1,121.2,6.79,548.8,29,0.085,1.95,41.661864,-78.607338,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Sevenmile Run near Rasselas, PA",20.3058,41.631173,-78.57669,PA,"c(-78.5766898488574, 41.6311734893651)",0,45.72,0,53.55,0,0,0.72,0,0,0,0.11,4.09,1.39,0.51,3.8,52.49,79,48.4,69.37,20.1,49.79,30.11,0.24,109.27,NA,629.5,682,516,634,32.7,516,0.684,0.711,7,162.4,-0.953,0.302,1.05,80.8,0.64,0,0,0.83,0.04,0.18,0,4.81,74.59,0.76,5.45,10.83,1.87,0.64,0,0,0,1.55,79.19,0.14,0,0,1.55,0,0,0,3.42,70.87,2.58,5.73,13.84,1.87,0.14,0,0,0,0.33357929774572725,1.77985388353213,3.89239035152518,0.156659673590797,3026500,1,1.500000015,0.438694636,1.652705529,0.630960822,42.09585503,40.28018121,17.64662136,0,0,0,Siliciclastic sedimentary rocks,1,NA,0,0,0.2212,-14.1475,Residuum,127,0.548886522934963,0.44232312232486326,0.639196759035446,0.493333355496781,1.90233133781064,1.26496032020319,51,14.7696595783517,8.74,21.6270119848378,14.5,1.3,32.3,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Sevenmile Run near Rasselas, PA",20.3058,05010005,41.631173,-78.57669,PA,1690.73,"c(1432857.3163, 2201364.5607)"
03028000,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.9,4,1.32,0.07,42.9,3.5,1.4,11.44,27.3,675.6,118.89,6.62,545.3,29.1,0.083,2.56,41.643462,-78.698282,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"West Branch Clarion River at Wilcox, PA",161.1102,41.57534,-78.692249,PA,"c(-78.6922491893486, 41.5753395495806)",0,45.6,0,53.8,0,0,0.6,0,0,0,0.11,3.85,1.4,0.51,3.76,52.68,78.47,48.12,68.37,20.58,49.93,29.49,0.24,109.87,NA,595.8,703,458,605,46.6,459,0.563,0.6,10.8,191.4,-0.98,-0.197,3.56,77.56,8.56,0.04,0,3.25,0.26,0.05,0,0.25,57.18,6.72,13.67,7.69,1.3,8.2,0.36,1.02,0.02,5.73,79.66,3.7,0.18,0,5.19,0.47,0.07,0,0.01,47.01,16.48,16.17,6.78,0.56,3.52,0.18,3.34,0.03,0.284301749089483,1.96868209920335,4.3894365471584,0.250911736190509,3028000,1,1.500000015,0.439582184,1.631577472,0.634211915,41.51788284,41.00264645,17.46600505,0,0,0,Siliciclastic sedimentary rocks,1,NA,0,0,0.2278,-13.925,Residuum,145,0.53337879990609,0.3574770027654207,0.653245860414243,0.571807346270101,1.83519056641166,1.80305862642512,52,129.624076305221,80,171.048231928951,123,16.5,289,10956,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"West Branch Clarion River at Wilcox, PA",161.1102,05010005,41.57534,-78.692249,PA,1502.02,"c(1424591.323, 2193482.822)"
03049000,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.86,4,1.89,0.17,35.7,2.3,2.4,11.96,99.9,501.6,106.23,9.65,657.2,20.2,0.114,1.85,40.853439,-79.695006,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Buffalo Creek near Freeport, PA",357.1533,40.715898,-79.699494,PA,"c(-79.6994935007244, 40.715898329944)",3.77,9.08,0,67.75,1.17,0,18.23,0,0,0,0.12,2.47,1.36,0.64,4.74,36.52,68,49.15,62.23,23.9,54.78,21.32,0.29,116.54,NA,380.1,475,243,384,35.9,243,0.591,0.608,9.2,180.5,-1,-0.008,7.49,61.34,27.44,0.07,0,6.25,1.02,0.18,0.03,0.19,60.27,0.48,0.59,0.01,3.36,12.06,15.38,0.08,0.01,9.9,71.34,16.18,0.14,0,8.14,1.38,0.3,0.09,0.08,69.08,1.16,1.1,0.04,1.94,7.65,8.53,0.34,0.04,0.366093653362767,1.2855584774177,2.96665605497695,0.1020858550096,3049000,1.061946903,0.893354688,0.452848337,1.159356802,0.388102621,31.58454024,48.94365793,19.73409573,0,0,0,Siliciclastic sedimentary rocks,1,NA,0,0,0.1909,-15.1617,Residuum,76,0.644927185640326,0.4326053113166234,0.722669988166999,0.387928098484378,1.83654452687204,1.23136152406697,53,187.634430957379,100,293.407471077756,182,14.9,433,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Buffalo Creek near Freeport, PA",357.1533,05010009,40.715898,-79.699494,PA,792,"c(1358949.406, 2084008.4407)"
03049800,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.86,2,1.23,0.07,35.1,2,2.8,11.51,55.8,497,101.03,10.4,685.4,16.4,0.101,1.95,40.54712,-79.91875,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Little Pine Creek near Etna, PA",14.8878,40.520346,-79.938108,PA,"c(-79.938107989592, 40.5203462000172)",0,9.16,0,71.12,8.84,0,10.88,0,0,0,0.13,1.78,1.35,0.56,4.45,37.26,73.15,55.34,67.91,25.93,55.53,18.53,0.3,114.15,NA,337,402,240,341,30.1,240,0.599,0.623,11.7,195.4,-0.964,-0.265,28.2,65.21,5.19,0,0,19.08,7.74,1.15,0.23,0,64.92,0.21,0.08,0,1.4,2.78,2.41,0,0,26.42,67.09,5.16,0,0,17.01,7.06,1.62,0.73,0,66.87,0,0.22,0,1.33,2.89,2.27,0,0,0.5083629383059349,1.07211566195591,2.46544150243824,0.0657451067316863,3049800,1,0.800000012,0.459094868,1.039233656,0.359572903,27.2736827,53.18914662,19.39595361,0,0,0,Siliciclastic sedimentary rocks,1,NA,0,0,0.1451,-16.0333,Residuum,76,0.91319066618305,NA,0.803693993553846,0.355803193404084,1.75674161698867,2.12587161657949,54,6.5228620972894,2.79,15.0653104167232,6,0.4,15,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,KANAWHA,"Little Pine Creek near Etna, PA",14.8878,05010009,40.520346,-79.938108,PA,774.26,"c(1342931.9787, 2059030.1236)"
03066000,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.76,4,4.44,0.68,38.8,4.2,2.9,12.51,281.3,887.6,141.51,8.05,563.5,25.4,0.063,2.01,39.111876,-79.402608,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"BLACKWATER R AT DAVIS, WV",222.7851,39.127052,-79.468385,WV,"c(-79.468385160147, 39.1270524194337)",21.34,9.67,0,44.72,24.27,0,0,0,0,0,0.12,4.41,1.38,0.67,4.31,42.69,72.06,49.85,65.83,21.64,53.58,24.79,0.26,131.81,NA,1023,1327,930,998,70.5,936,0.234,0.171,8.8,288.3,0.314,-0.95,4.81,72.16,3.31,0.59,0,4.36,0.38,0.07,0,6.18,59.65,10.5,2.01,0,0,3.23,0.09,7.68,5.27,4.83,60.04,2.83,1.68,0,4.36,0.3,0.17,0,2.99,46.7,11.51,1.83,0,0,2.81,0.02,19.61,8.02,0.3823039112387136,2.37814298853721,5.5357741608393,0.208689898920529,3066000,1.315340909,1.166316417,0.452325004,1.100989234,0.505817913,29.1039198,45.17073084,19.85206025,0,0,5.955828643,Siliciclastic sedimentary rocks,0.679580695,Carbonate sedimentary rocks,0.320419305,0.320419305,0.1388,-14.2876,Residuum,86,0.636800067260799,0.416162893062515,0.588890448532422,0.581601872844514,1.83476587780156,1.27578540961145,56,216.516070092179,126,303.012762175154,204,19,504,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"BLACKWATER RIVER AT DAVIS, WV",222.7851,05020004,39.127052,-79.468385,WV,3059.3,"c(1408835.8338, 1911998.0988)"
03069500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.74,5,1.68,0.18,36.2,3.2,3.8,11.12,62.2,887.5,139.14,8.29,572.3,24.5,0.071,0.88,38.907151,-79.620604,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"CHEAT RIVER NEAR PARSONS, WV",1856.853,39.122884,-79.681174,WV,"c(-79.6811740894127, 39.1228835302508)",19.56,15.53,0,58.03,5.76,0,1.12,0,0,0,0.11,3.94,1.39,0.57,5.16,39.44,68.23,45.84,61.63,20.4,53.57,26.04,0.22,136.7,NA,995.2,1480,483,1001,183.4,483,0.514,0.52,18.7,294.7,0.418,-0.908,3.45,89.59,2.87,0.52,0,3.16,0.23,0.05,0.01,1.74,66.21,12.65,10.72,0.04,0.08,2.67,0.2,1.01,0.71,6.33,83.55,2.86,2.48,0,5.98,0.26,0.08,0.01,0.93,61.65,14.15,7.76,0.01,0.03,2.72,0.14,2.69,1.13,0.40137446902605056,2.42520905580417,5.56120489882613,0.229300865496623,3069500,1.07180757,0.979106582,0.454406493,1.105582964,0.407023627,27.92275461,47.43425335,17.65308461,0,0,6.980664863,Siliciclastic sedimentary rocks,0.859052474,Carbonate sedimentary rocks,0.138111209,0.138111209,0.168,-14.8012,Residuum,68,0.655421422266811,0.4143809464961235,0.600544180286688,0.601000307419244,1.79723602182952,1.57728921591444,57,1840.3174135256,1070,2635.42869407835,1744,174,4220,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"CHEAT RIVER NEAR PARSONS, WV",1856.853,05020004,39.122884,-79.681174,WV,1589.8,"c(1390961.4224, 1908403.2961)"
